"Region","income_category","iso3","Country","City.Town","Year","pm10_yr_mean","pm10_temp_cover","note.on.converted.PM10","pm25_yr_mean","pm25_temp_cover","note.on.converted.PM2.5","Number.and.type.of.monitoring.stations","Reference.for.air.quality","Database.version..year.","status"
"Western Pacific","HIC","AUS","Australia","Wagga Wagga (Australia)",2014,21,">75%","Measured",7,">75%","Measured","1 Campaign Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wagga Wagga (Australia)",2015,20,">75%","Measured",8,">75%","Measured","1 Campaign Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wagga Wagga (Australia)",2016,21,">75%","Measured",7,">75%","Measured","1 Campaign Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Whyalla (Australia)",2012,17,">75%","Measured",7,"NA","Converted","1 Industry, 1 Residential","EPA South Australia",2018,NA
"Western Pacific","HIC","AUS","Australia","Whyalla (Australia)",2013,17,">75%","Measured",7,"NA","Converted","1 Industry, 1 Residential","EPA South Australia",2018,NA
"Western Pacific","HIC","AUS","Australia","Whyalla (Australia)",2014,16,">75%","Measured",7,"NA","Converted","1 Industry, 1 Residential","EPA South Australia",2018,NA
"Western Pacific","HIC","AUS","Australia","Whyalla (Australia)",2015,16,">75%","Measured",7,"NA","Converted","1 Industry, 1 Residential","EPA South Australia",2018,NA
"Western Pacific","HIC","AUS","Australia","Whyalla (Australia)",2016,15,">75%","Measured",6,"NA","Converted","1 Industry, 1 Residential","EPA South Australia",2018,NA
"Western Pacific","HIC","AUS","Australia","Wollongong (Australia)",2013,17,">75%","Measured",8,">75%","Measured","2 Peformance Site, 1 Trend Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wollongong (Australia)",2014,17,">75%","Measured",7,">75%","Measured","2 Peformance Site, 1 Trend Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wollongong (Australia)",2015,16,">75%","Measured",7,">75%","Measured","2 Peformance Site, 1 Trend Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wollongong (Australia)",2016,17,">75%","Measured",7,">75%","Measured","2 Peformance Site, 1 Trend Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wynnum (Australia)",2015,14,"50% -< 75%","Measured",4,">75%","Measured","2 N.A.","Queensland Government Data",2018,NA
"Western Pacific","HIC","AUS","Australia","Wynnum (Australia)",2016,14,">75%","Measured",4,">75%","Measured","2 N.A.","Queensland Government Data",2018,NA
"Western Pacific","HIC","AUS","Australia","Wyong (Australia)",2013,17,">75%","Measured",7,">75%","Measured","1 Peformance Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wyong (Australia)",2014,15,">75%","Measured",5,">75%","Measured","1 Peformance Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wyong (Australia)",2015,15,">75%","Measured",5,">75%","Measured","1 Peformance Site","Office of Environment and Heritage NSW Government",2018,NA
"Western Pacific","HIC","AUS","Australia","Wyong (Australia)",2016,15,">75%","Measured",6,">75%","Measured","1 Peformance Site","Office of Environment and Heritage NSW Government",2018,NA
"Europe","HIC","AUT","Austria","Amstetten (Austria)",2013,22,">75%","Measured",15,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Amstetten (Austria)",2014,19,">75%","Measured",14,"NA","Converted","1 N.A., 1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Amstetten (Austria)",2015,20,">75%","Measured",14,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Amstetten (Austria)",2016,17,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Arnoldstein (Austria)",2013,14,">75%","Measured",10,"NA","Converted","1 N.A., 1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Arnoldstein (Austria)",2014,11,">75%","Measured",8,"NA","Converted","1 N.A., 1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Arnoldstein (Austria)",2015,13,">75%","Measured",9,"NA","Converted","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Arnoldstein (Austria)",2016,12,">75%","Measured",8,"NA","Converted","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bad Ischl (Austria)",2013,16,"NA","Converted",12,"NA","Measured","-","European Environment Agency, Air quality e-reporting database",2016,NA
"Europe","HIC","AUT","Austria","Bad Voslau (Austria)",2013,18,">75%","Measured",13,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bad Voslau (Austria)",2014,17,">75%","Measured",12,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bad Voslau (Austria)",2015,18,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bad Voslau (Austria)",2016,17,">75%","Measured",12,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Biedermannsdorf (Austria)",2013,20,">75%","Measured",14,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Biedermannsdorf (Austria)",2014,19,">75%","Measured",13,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Biedermannsdorf (Austria)",2015,19,">75%","Measured",14,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Biedermannsdorf (Austria)",2016,18,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bludenz (Austria)",2013,18,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bludenz (Austria)",2014,14,">75%","Measured",10,"NA","Converted","1 N.A., 1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bludenz (Austria)",2015,16,">75%","Measured",11,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bludenz (Austria)",2016,14,">75%","Measured",10,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bratislava (Austria)",2013,24,">75%","Measured",17,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bratislava (Austria)",2014,24,">75%","Measured",17,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bratislava (Austria)",2015,24,">75%","Measured",17,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bratislava (Austria)",2016,22,">75%","Measured",15,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Braunau Am Inn (Austria)",2013,21,">75%","Measured",15,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Braunau Am Inn (Austria)",2014,18,">75%","Measured",13,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Braunau Am Inn (Austria)",2015,18,">75%","Measured",13,">75%","Measured","2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Braunau Am Inn (Austria)",2016,17,">75%","Measured",12,">75%","Measured","2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Brixlegg (Austria)",2013,22,">75%","Measured",16,">75%","Measured","1 N.A., 3 Rural-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Brixlegg (Austria)",2014,16,">75%","Measured",11,">75%","Measured","1 N.A., 3 Rural-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Brixlegg (Austria)",2015,17,">75%","Measured",12,">75%","Measured","2 Rural-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Brixlegg (Austria)",2016,15,">75%","Measured",11,">75%","Measured","3 Rural-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bruck An Der Mur (Austria)",2013,24,">75%","Measured",17,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bruck An Der Mur (Austria)",2014,22,">75%","Measured",16,"NA","Converted","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bruck An Der Mur (Austria)",2015,25,">75%","Measured",17,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Bruck An Der Mur (Austria)",2016,21,">75%","Measured",15,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Burgfried (Austria)",2013,24,">75%","Measured",17,"NA","Converted","1 N.A., 2 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Burgfried (Austria)",2014,19,">75%","Measured",12,">75%","Measured","1 N.A., 2 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Burgfried (Austria)",2015,18,">75%","Measured",13,">75%","Measured","2 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Burgfried (Austria)",2016,16,">75%","Measured",12,">75%","Measured","2 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Deutschlandsberg (Austria)",2013,22,">75%","Measured",16,"NA","Converted","2 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Deutschlandsberg (Austria)",2014,18,">75%","Measured",13,"NA","Converted","1 N.A., 2 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Deutschlandsberg (Austria)",2015,19,">75%","Measured",14,"NA","Converted","2 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Deutschlandsberg (Austria)",2016,18,">75%","Measured",13,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Donawitz (Austria)",2013,20,">75%","Measured",14,"NA","Converted","1 N.A., 2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Donawitz (Austria)",2014,19,">75%","Measured",13,"NA","Converted","1 N.A., 2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Donawitz (Austria)",2015,22,">75%","Measured",16,"NA","Converted","2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Donawitz (Austria)",2016,16,">75%","Measured",11,"NA","Converted","2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Dornbirn (Austria)",2013,19,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Dornbirn (Austria)",2014,15,">75%","Measured",10,">75%","Measured","1 N.A., 1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Dornbirn (Austria)",2015,17,">75%","Measured",11,">75%","Measured","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Dornbirn (Austria)",2016,15,">75%","Measured",11,">75%","Measured","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Durnrohr (Austria)",2013,27,"NA","Converted",19,">75%","Measured","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Durnrohr (Austria)",2014,20,"NA","Converted",14,">75%","Measured","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Durnrohr (Austria)",2015,21,"NA","Converted",15,">75%","Measured","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Durnrohr (Austria)",2016,19,"NA","Converted",13,">75%","Measured","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Ebenthal (Austria)",2013,20,"NA","Measured",15,"NA","Converted","1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,NA
"Europe","HIC","AUT","Austria","Ebenthal In Karnten (Austria)",2013,20,">75%","Measured",14,"NA","Converted","1 N.A., 1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Ebenthal In Karnten (Austria)",2014,17,">75%","Measured",12,"NA","Converted","1 N.A., 1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Ebenthal In Karnten (Austria)",2015,21,">75%","Measured",15,"NA","Converted","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Ebenthal In Karnten (Austria)",2016,21,">75%","Measured",15,"NA","Converted","1 Rural-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Eisenstadt (Austria)",2013,24,">75%","Measured",19,">75%","Measured","1 N.A., 2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Eisenstadt (Austria)",2014,21,">75%","Measured",16,">75%","Measured","1 N.A., 3 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Eisenstadt (Austria)",2015,21,">75%","Measured",15,">75%","Measured","3 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Eisenstadt (Austria)",2016,19,">75%","Measured",13,">75%","Measured","2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","AUT","Austria","Enns (Austria)",2013,24,">75%","Measured",16,">75%","Measured","1 N.A., 2 Rural-Near_city-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
